ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
ENSG00000072042	ENSMUSG00000062373	FBgn0035703	AT1G80780	
ENSG00000139988	ENSMUSG00000037085	FBgn0035704	AT1G80790	
ENSG00000072121	ENSMUSG00000050891	FBgn0020251	AT1G80810	
ENSG00000182185	ENSMUSG00000022354	FBgn0042185	AT1G80820	
ENSG00000185650	ENSMUSG00000022353	FBgn0263973	AT1G80830	
ENSG00000072110	ENSMUSG00000022351	FBgn0002926	AT1G80840	
ENSG00000139990	ENSMUSG00000022350	FBgn0286051	AT1G80850	
ENSG00000081177	ENSMUSG00000059586	FBgn0024177	AT1G80860	
ENSG00000100626	ENSMUSG00000032501	FBgn0035708	AT1G80865	
ENSG00000100632	ENSMUSG00000071749	FBgn0004619	AT1G80870	
ENSG00000029364	ENSMUSG00000072568	FBgn0035709	AT1G80880	
ENSG00000175985	ENSMUSG00000022347	FBgn0041232	AT1G80890	
ENSG00000267909	ENSMUSG00000022346	FBgn0035710	AT1G80900	
ENSG00000100647	ENSMUSG00000079025	FBgn0035711	AT1G80910	
ENSG00000100650	ENSMUSG00000056293	FBgn0005626	AT1G80920	
ENSG00000100652	ENSMUSG00000055827	FBgn0261934	AT1G80930	
ENSG00000198732	ENSMUSG00000055748	FBgn0035713	AT1G80940	
ENSG00000100678	ENSMUSG00000022378	FBgn0035714	AT1G80950	
ENSG00000139985	ENSMUSG00000022377	FBgn0035715	AT1G80960	
ENSG00000133997	ENSMUSG00000022376	FBgn0052392	AT1G80970	
ENSG00000133985	ENSMUSG00000015002	FBgn0086680	AT1G80980	
ENSG00000006432	ENSMUSG00000015001	FBgn0041194	AT1G80990	
ENSG00000100731	ENSMUSG00000072511	FBgn0266962	AT1G03987	
ENSG00000197555	ENSMUSG00000056258	FBgn0035718	AT1G03993	
ENSG00000182732	ENSMUSG00000022375	FBgn0035719	AT1G03997	
ENSG00000205683	ENSMUSG00000036944	FBgn0035720	AT1G04003	
ENSG00000119599	ENSMUSG00000072501	FBgn0035721	AT1G04007	
ENSG00000165861	ENSMUSG00000053469	FBgn0035722	AT1G04013	
ENSG00000119707	ENSMUSG00000022372	FBgn0029117	AT1G01183	
ENSG00000080815	ENSMUSG00000005124	FBgn0261445	AT1G04017	
ENSG00000100767	ENSMUSG00000005125	FBgn0035724	AT1G04023	
ENSG00000133961	ENSMUSG00000013846	FBgn0035725	AT1G01270	
ENSG00000187105	ENSMUSG00000022335	FBgn0035726	AT1G01448	
ENSG00000170468	ENSMUSG00000022332	FBgn0035727	AT1G04033	
ENSG00000184227	ENSMUSG00000036800	FBgn0001104	AT1G04037	
ENSG00000119673	ENSMUSG00000079022	FBgn0045759	AT1G04043	
ENSG00000205669	ENSMUSG00000036760	FBgn0260660	AT1G04047	
ENSG00000119661	ENSMUSG00000047921	FBgn0035730	AT1G04053	
ENSG00000176903	ENSMUSG00000068391	FBgn0035733	AT1G04057	
ENSG00000156030	ENSMUSG00000036698	FBgn0035734	AT1G04063	
ENSG00000156050	ENSMUSG00000022607	FBgn0035735	AT1G04067	
ENSG00000119723	ENSMUSG00000036661	FBgn0035736	AT1G04073	
ENSG00000187097	ENSMUSG00000079020	FBgn0035737	AT1G01870	
ENSG00000119636	ENSMUSG00000045281	FBgn0053556	AT1G04077	
ENSG00000119711	ENSMUSG00000059895	FBgn0002775	AT1G04083	
ENSG00000205659	ENSMUSG00000072487	FBgn0035741	AT1G04087	
ENSG00000119614	ENSMUSG00000034730	FBgn0035742	AT1G04093	
ENSG00000119688	ENSMUSG00000022603	FBgn0035743	AT1G04097	
ENSG00000133980	ENSMUSG00000022602	FBgn0250836	AT1G04103	
ENSG00000183379	ENSMUSG00000046380	FBgn0010387	AT1G04117	
ENSG00000119655	ENSMUSG00000022598	FBgn0023001	AT1G04123	
ENSG00000165898	ENSMUSG00000056665	FBgn0259173	AT1G02480	
ENSG00000119681	ENSMUSG00000022596	FBgn0040837	AT1G04127	
ENSG00000119682	ENSMUSG00000022595	FBgn0265296	AT1G02600	
ENSG00000119616	ENSMUSG00000075605	FBgn0035750	AT1G04133	
ENSG00000119596	ENSMUSG00000022594	FBgn0035751	AT1G04137	
ENSG00000119608	ENSMUSG00000034634	FBgn0261111	AT1G04143	
ENSG00000119689	ENSMUSG00000101026	FBgn0035753	AT1G02760	
ENSG00000198208	ENSMUSG00000044678	FBgn0024542	AT1G04147	
ENSG00000119630	ENSMUSG00000068349	FBgn0028648	AT1G04153	
ENSG00000119718	ENSMUSG00000068600	FBgn0016036	AT1G02952	
ENSG00000119684	ENSMUSG00000075604	FBgn0012058	AT1G04157	
ENSG00000119640	ENSMUSG00000022589	FBgn0035754	AT1G04163	
ENSG00000119703	ENSMUSG00000063522	FBgn0035755	AT1G04167	
ENSG00000119638	ENSMUSG00000022587	FBgn0035756	AT1G04173	
ENSG00000170348	ENSMUSG00000022586	FBgn0035760	AT1G04177	
ENSG00000170345	ENSMUSG00000075602	FBgn0035761	AT1G04183	
ENSG00000140044	ENSMUSG00000079018	FBgn0035762	AT1G04187	
ENSG00000156127	ENSMUSG00000022584	FBgn0035763	AT1G04193	
ENSG00000119686	ENSMUSG00000022582	FBgn0035766	AT1G03502	
ENSG00000119685	ENSMUSG00000047728	FBgn0011640	AT1G03506	
ENSG00000133935	ENSMUSG00000022583	FBgn0035767	AT1G04197	
ENSG00000119650	ENSMUSG00000093626	FBgn0035768	AT1G03515	
ENSG00000119699	ENSMUSG00000022577	FBgn0015298	AT1G03545	
ENSG00000089916	ENSMUSG00000022579	FBgn0019662	AT1G03570	
ENSG00000119715	ENSMUSG00000047003	FBgn0035769	AT1G03640	
ENSG00000071246	ENSMUSG00000000934	FBgn0035770	AT1G04203	
ENSG00000013523	ENSMUSG00000022580	FBgn0035771	AT1G04207	
ENSG00000100565	ENSMUSG00000047591	FBgn0035772	AT1G04213	
ENSG00000119669	ENSMUSG00000075600	FBgn0082598	AT1G03743	
ENSG00000165548	ENSMUSG00000022575	FBgn0052380	AT1G03746	
ENSG00000177108	ENSMUSG00000098678	FBgn0016983	AT1G04217	
ENSG00000165553	ENSMUSG00000022574	FBgn0035776	AT1G03935	
ENSG00000009830	ENSMUSG00000055762	FBgn0035777	AT1G04223	
ENSG00000100577	ENSMUSG00000103906	FBgn0052379	AT1G04227	
ENSG00000100580	ENSMUSG00000022571	FBgn0035779	AT1G04233	
ENSG00000100583	ENSMUSG00000022570	FBgn0035780	AT1G04237	
ENSG00000165555	ENSMUSG00000050846	FBgn0035781	AT1G04243	
ENSG00000151445	ENSMUSG00000034429	FBgn0259935	AT1G04247	
ENSG00000100591	ENSMUSG00000098176	FBgn0014011	AT1G04253	
ENSG00000100593	ENSMUSG00000063704	FBgn0035782	AT1G04295	
ENSG00000100596	ENSMUSG00000046761	FBgn0052383	AT1G04320	
ENSG00000100601	ENSMUSG00000102018	FBgn0052382	AT1G04257	
ENSG00000119705	ENSMUSG00000022568	FBgn0035785	AT1G04425	
ENSG00000100603	ENSMUSG00000002524	FBgn0035787	AT1G04263	
ENSG00000063761	ENSMUSG00000075590	FBgn0035788	AT1G04283	
ENSG00000021645	ENSMUSG00000118671	FBgn0262984	AT1G04720	
ENSG00000211448	ENSMUSG00000044361	FBgn0035789	AT1G04287	
ENSG00000100629	ENSMUSG00000022565	FBgn0035790	AT1G04293	
ENSG00000165409	ENSMUSG00000063268	FBgn0015033	AT1G04297	
ENSG00000165417	ENSMUSG00000022564	FBgn0035791	AT1G04303	
ENSG00000140022	ENSMUSG00000049653	FBgn0035792	AT1G04307	
ENSG00000071537	ENSMUSG00000071724	FBgn0035793	AT1G04313	
ENSG00000185070	ENSMUSG00000022562	FBgn0268063	AT1G04323	
ENSG00000054983	ENSMUSG00000034259	FBgn0028582	AT1G04327	
ENSG00000140030	ENSMUSG00000022561	FBgn0035795	AT1G04333	
ENSG00000100433	ENSMUSG00000022551	FBgn0052374	AT1G04337	
ENSG00000042317	ENSMUSG00000022552	FBgn0052376	AT1G04343	
ENSG00000070778	ENSMUSG00000022553	FBgn0035797	AT1G04347	
ENSG00000100722	ENSMUSG00000022554	FBgn0035798	AT1G04353	
ENSG00000165521	ENSMUSG00000060794	FBgn0035799	AT1G04357	
ENSG00000165533	ENSMUSG00000022558	FBgn0035800	AT1G04363	
ENSG00000053254	ENSMUSG00000022557	FBgn0035802	AT1G04367	
ENSG00000042088	ENSMUSG00000034161	FBgn0053276	AT1G04373	
ENSG00000152315	ENSMUSG00000022556	FBgn0035805	AT1G04377	
ENSG00000100764	ENSMUSG00000022555	FBgn0052373	AT1G04383	
ENSG00000119720	ENSMUSG00000048385	FBgn0035807	AT1G04387	
ENSG00000198668	ENSMUSG00000116376	FBgn0261788	AT1G05390	
ENSG00000165914	ENSMUSG00000022559	FBgn0035812	AT1G05562	
ENSG00000100784	ENSMUSG00000022560	FBgn0035813	AT1G04397	
ENSG00000133943	ENSMUSG00000022550	FBgn0035815	AT1G04403	
ENSG00000119714	ENSMUSG00000034022	FBgn0001208	AT1G04407	
ENSG00000015133	ENSMUSG00000063354	FBgn0023076	AT1G04413	
ENSG00000100796	ENSMUSG00000115987	FBgn0052369	AT1G04417	
ENSG00000133962	ENSMUSG00000059323	FBgn0016694	AT1G04427	
ENSG00000165929	ENSMUSG00000053929	FBgn0052365	AT1G04433	
ENSG00000140092	ENSMUSG00000004187	FBgn0035823	AT1G04437	
ENSG00000100815	ENSMUSG00000033837	FBgn0003041	AT1G05980	
ENSG00000066427	ENSMUSG00000033819	FBgn0035824	AT1G06002	
ENSG00000183648	ENSMUSG00000022546	FBgn0035825	AT1G04443	
ENSG00000165934	ENSMUSG00000019080	FBgn0052368	AT1G04447	
ENSG00000140090	ENSMUSG00000033762	FBgn0024187	AT1G06265	
ENSG00000100599	ENSMUSG00000033728	FBgn0035827	AT1G04453	
ENSG00000100600	ENSMUSG00000033707	FBgn0264472	AT1G04463	
ENSG00000066455	ENSMUSG00000116138	FBgn0041156	AT1G04467	
ENSG00000100604	ENSMUSG00000033697	FBgn0010406	AT1G06480	
ENSG00000100605	ENSMUSG00000022526	FBgn0027554	AT1G04473	
ENSG00000165943	ENSMUSG00000003970	FBgn0035829	AT1G04477	
ENSG00000170270	ENSMUSG00000054967	FBgn0035830	AT1G04483	
ENSG00000012963	ENSMUSG00000063236	FBgn0035831	AT1G06610	
ENSG00000011114	ENSMUSG00000018893	FBgn0011817	AT1G04487	
ENSG00000133958	ENSMUSG00000033576	FBgn0026263	AT1G04493	
ENSG00000175785	ENSMUSG00000033565	FBgn0262579	AT1G04497	
ENSG00000140067	ENSMUSG00000010601	FBgn0260967	AT1G04503	
ENSG00000100628	ENSMUSG00000057346	FBgn0260968	AT1G04507	
ENSG00000175699	ENSMUSG00000068252	FBgn0035833	AT1G04513	
ENSG00000089723	ENSMUSG00000050982	FBgn0028379	AT1G04517	
ENSG00000089737	ENSMUSG00000091650	FBgn0027549	AT1G06860	
ENSG00000165948	ENSMUSG00000044309	FBgn0262716	AT1G04523	
ENSG00000165949	ENSMUSG00000101113	FBgn0026252	AT1G04527	
ENSG00000119632	ENSMUSG00000050014	FBgn0035838	AT1G06880	
ENSG00000119698	ENSMUSG00000091694	FBgn0035839	AT1G04533	
ENSG00000140093	ENSMUSG00000071716	FBgn0042112	AT1G04537	
ENSG00000170099	ENSMUSG00000068246	FBgn0029113	AT1G04547	
ENSG00000197249	ENSMUSG00000056656	FBgn0010350	AT1G07051	
ENSG00000186910	ENSMUSG00000022443	FBgn0035842	AT1G04557	
ENSG00000170054	ENSMUSG00000005354	FBgn0002899	AT1G07100	
ENSG00000165953	ENSMUSG00000016552	FBgn0035844	AT1G07119	
ENSG00000188488	ENSMUSG00000016554	FBgn0259916	AT1G07128	
ENSG00000133937	ENSMUSG00000019146	FBgn0264478	AT1G04567	
ENSG00000100697	ENSMUSG00000016637	FBgn0035845	AT1G04573	
ENSG00000165959	ENSMUSG00000005716	FBgn0040290	AT1G04577	
ENSG00000176438	ENSMUSG00000071715	FBgn0020392	AT1G04583	
ENSG00000182512	ENSMUSG00000071714	FBgn0035847	AT1G04587	
ENSG00000100721	ENSMUSG00000071713	FBgn0035848	AT1G04593	
ENSG00000250366	ENSMUSG00000062154	FBgn0035849	AT1G04597	
ENSG00000227051	ENSMUSG00000044986	FBgn0035850	AT1G07580	
ENSG00000100739	ENSMUSG00000071711	FBgn0035851	AT1G04603	
ENSG00000066739	ENSMUSG00000033287	FBgn0035852	AT1G04607	
ENSG00000100744	ENSMUSG00000016942	FBgn0035853	AT1G07702	
ENSG00000140057	ENSMUSG00000068227	FBgn0035854	AT1G04623	
ENSG00000090060	ENSMUSG00000022440	FBgn0035855	AT1G07728	
ENSG00000100749	ENSMUSG00000044933	FBgn0035856	AT1G07760	
ENSG00000127152	ENSMUSG00000033220	FBgn0052364	AT1G08115	
ENSG00000183576	ENSMUSG00000018008	FBgn0035857	AT1G04643	
ENSG00000090061	ENSMUSG00000043460	FBgn0040832	AT1G08240	
ENSG00000205476	ENSMUSG00000018169	FBgn0035858	AT1G04647	
ENSG00000182218	ENSMUSG00000033170	FBgn0035859	AT1G04653	
ENSG00000036530	ENSMUSG00000049521	FBgn0265089	AT1G08592	
ENSG00000066629	ENSMUSG00000043501	FBgn0035861	AT1G04657	
ENSG00000196405	ENSMUSG00000033128	FBgn0263219	AT1G04667	
ENSG00000168350	ENSMUSG00000068220	FBgn0027569	AT1G08870	
ENSG00000100811	ENSMUSG00000033099	FBgn0035865	AT1G04673	
ENSG00000197119	ENSMUSG00000033088	FBgn0015793	AT1G04677	
ENSG00000140107	ENSMUSG00000096210	FBgn0035866	AT1G04683	
ENSG00000140105	ENSMUSG00000116378	FBgn0035867	AT1G08950	
ENSG00000176473	ENSMUSG00000114755	FBgn0035868	AT1G09110	
ENSG00000183092	ENSMUSG00000033055	FBgn0087039	AT1G04687	
ENSG00000185559	ENSMUSG00000033047	FBgn0035870	AT1G04693	
ENSG00000254656	ENSMUSG00000033039	FBgn0035871	AT1G04697	
ENSG00000197406	ENSMUSG00000033029	FBgn0035872	AT1G09421	
ENSG00000078304	ENSMUSG00000033020	FBgn0262361	AT1G04703	
ENSG00000197102	ENSMUSG00000033006	FBgn0035873	AT1G04707	
ENSG00000080824	ENSMUSG00000032988	FBgn0250833	AT1G04713	
ENSG00000140153	ENSMUSG00000018126	FBgn0085491	AT1G04717	
ENSG00000080823	ENSMUSG00000042632	FBgn0035875	AT1G04723	
ENSG00000022976	ENSMUSG00000042622	FBgn0035876	AT1G04737	
ENSG00000100865	ENSMUSG00000009035	FBgn0011762	AT1G04743	
ENSG00000196663	ENSMUSG00000022433	FBgn0035878	AT1G04747	
ENSG00000156381	ENSMUSG00000044216	FBgn0035879	AT1G04753	
ENSG00000089902	ENSMUSG00000010830	FBgn0035880	AT1G04763	
ENSG00000131323	ENSMUSG00000055065	FBgn0001248	AT1G04767	
ENSG00000166126	ENSMUSG00000022429	FBgn0001253	AT1G04773	
ENSG00000198752	ENSMUSG00000042564	FBgn0035886	AT1G04783	
ENSG00000283071	ENSMUSG00000022428	FBgn0035887	AT1G04787	
ENSG00000205436	ENSMUSG00000022427	FBgn0035888	AT1G04793	
ENSG00000185215	ENSMUSG00000022426	FBgn0035890	AT1G10440	
ENSG00000100664	ENSMUSG00000042535	FBgn0265102	AT1G04797	
ENSG00000075413	ENSMUSG00000042524	FBgn0266667	AT1G04803	
ENSG00000166165	ENSMUSG00000022420	FBgn0052354	AT1G04807	
ENSG00000166166	ENSMUSG00000022421	FBgn0020224	AT1G04813	
ENSG00000166170	ENSMUSG00000089837	FBgn0263352	AT1G10682	
ENSG00000126214	ENSMUSG00000009585	FBgn0035896	AT1G04817	
ENSG00000126215	ENSMUSG00000053411	FBgn0010825	AT1G04823	
ENSG00000100711	ENSMUSG00000000489	FBgn0262719	AT1G04827	
ENSG00000088808	ENSMUSG00000060036	FBgn0035900	AT1G11010	
ENSG00000156411	ENSMUSG00000022415	FBgn0035901	AT1G11030	
ENSG00000156414	ENSMUSG00000022414	FBgn0035903	AT1G04833	
ENSG00000227729	ENSMUSG00000042428	FBgn0035902	AT1G04837	
ENSG00000166183	ENSMUSG00000022412	FBgn0035904	AT1G11175	
ENSG00000066735	ENSMUSG00000042406	FBgn0086348	AT1G11185	
ENSG00000258986	ENSMUSG00000051518	FBgn0035906	AT1G04847	
ENSG00000184601	ENSMUSG00000022416	FBgn0035907	AT1G04853	
ENSG00000203485	ENSMUSG00000050439	FBgn0024236	AT1G11550	
ENSG00000185100	ENSMUSG00000042351	FBgn0035909	AT1G04857	
ENSG00000184990	ENSMUSG00000022408	FBgn0260442	AT1G11592	
ENSG00000142208	ENSMUSG00000047888	FBgn0035911	AT1G11640	
ENSG00000179627	ENSMUSG00000022407	FBgn0262508	AT1G04863	
ENSG00000099814	ENSMUSG00000042303	FBgn0017430	AT1G04867	
ENSG00000166428	ENSMUSG00000042292	FBgn0017579	AT1G04873	
ENSG00000185567	ENSMUSG00000050164	FBgn0017429	AT1G04877	
ENSG00000140104	ENSMUSG00000022404	FBgn0035914	AT1G11735	
ENSG00000170779	ENSMUSG00000022403	FBgn0035915	AT1G04883	
ENSG00000183484	ENSMUSG00000022401	FBgn0052351	AT1G04887	
ENSG00000184916	ENSMUSG00000047108	FBgn0035916	AT1G04893	
ENSG00000185024	ENSMUSG00000022400	FBgn0035917	AT1G04897	
ENSG00000184887	ENSMUSG00000055024	FBgn0035918	AT1G04907	
ENSG00000179364	ENSMUSG00000022394	FBgn0052029	AT1G04913	
ENSG00000226174	ENSMUSG00000063765	FBgn0035921	AT1G04917	
ENSG00000182979	ENSMUSG00000022391	FBgn0035922	AT1G12013	
ENSG00000182809	ENSMUSG00000022390	FBgn0000121	AT1G12015	
ENSG00000213145	ENSMUSG00000022389	FBgn0001168	AT1G04923	
ENSG00000185347	ENSMUSG00000048546	FBgn0011509	AT1G04927	
ENSG00000184986	ENSMUSG00000061360	FBgn0052022	AT1G04933	
ENSG00000283274	ENSMUSG00000022477	FBgn0035923	AT1G04937	
ENSG00000257504	ENSMUSG00000022476	FBgn0264696	AT1G04943	
ENSG00000274827	ENSMUSG00000042109	FBgn0000357	AT1G04947	
ENSG00000259001	ENSMUSG00000022474	FBgn0000355	AT1G04953	
ENSG00000258451	ENSMUSG00000061633	FBgn0000358	AT1G04957	
ENSG00000258441	ENSMUSG00000022471	FBgn0000356	AT1G12510	
ENSG00000259054	ENSMUSG00000022472	FBgn0003149	AT1G12590	
ENSG00000258458	ENSMUSG00000063480	FBgn0040828	AT1G04963	
ENSG00000237054	ENSMUSG00000075524	FBgn0266084	AT1G04967	
ENSG00000257285	ENSMUSG00000068117	FBgn0035926	AT1G04973	
ENSG00000258457	ENSMUSG00000068114	FBgn0035928	AT1G04977	
ENSG00000157306	ENSMUSG00000022463	FBgn0035929	AT1G04983	
ENSG00000258727	ENSMUSG00000096883	FBgn0085455	AT1G13010	
ENSG00000259334	ENSMUSG00000068105	FBgn0052023	AT1G04987	
ENSG00000215256	ENSMUSG00000068101	FBgn0085456	AT1G13240	
ENSG00000258098	ENSMUSG00000068099	FBgn0035931	AT1G04993	
ENSG00000257986	ENSMUSG00000022456	FBgn0052024	AT1G04997	
ENSG00000257845	ENSMUSG00000022455	FBgn0035932	AT1G05003	
ENSG00000258548	ENSMUSG00000022453	FBgn0035933	AT1G05007	
ENSG00000264657	ENSMUSG00000022452	FBgn0263930	AT1G05013	
ENSG00000258175	ENSMUSG00000022450	FBgn0262788	AT1G13448	
ENSG00000257126	ENSMUSG00000061740	FBgn0020633	AT1G05017	
ENSG00000186960	ENSMUSG00000068085	FBgn0035934	AT1G05023	
ENSG00000257056	ENSMUSG00000094806	FBgn0266757	AT1G05027	
ENSG00000257748	ENSMUSG00000068086	FBgn0035936	AT1G13720	
ENSG00000258038	ENSMUSG00000096852	FBgn0264305	AT1G05033	
ENSG00000257523	ENSMUSG00000094559	FBgn0040321	AT1G13840	
ENSG00000257636	ENSMUSG00000118516	FBgn0011787	AT1G13850	
ENSG00000278587	ENSMUSG00000068083	FBgn0035941	AT1G05037	
ENSG00000250365	ENSMUSG00000022445	FBgn0035942	AT1G05043	
ENSG00000257155	ENSMUSG00000041852	FBgn0035943	AT1G05047	
ENSG00000258474	ENSMUSG00000058099	FBgn0035944	AT1G14071	
ENSG00000258655	ENSMUSG00000058586	FBgn0035945	AT1G05053	
ENSG00000201654	ENSMUSG00000018040	FBgn0086706	AT1G05057	
ENSG00000202337	ENSMUSG00000041815	FBgn0035947	AT1G05067	
ENSG00000258897	ENSMUSG00000018042	FBgn0035948	AT1G05073	
ENSG00000258738	ENSMUSG00000047878	FBgn0035949	AT1G05077	
ENSG00000253059	ENSMUSG00000054277	FBgn0263199	AT1G05083	
ENSG00000257585	ENSMUSG00000016664	FBgn0035951	AT1G05093	
ENSG00000259104	ENSMUSG00000022442	FBgn0035952	AT1G14518	
ENSG00000258708	ENSMUSG00000016758	FBgn0016070	AT1G05097	
ENSG00000259091	ENSMUSG00000048755	FBgn0035953	AT1G05103	
ENSG00000259070	ENSMUSG00000041736	FBgn0035954	AT1G05107	
ENSG00000258651	ENSMUSG00000016757	FBgn0035955	AT1G05113	
ENSG00000259083	ENSMUSG00000016763	FBgn0035956	AT1G05117	
ENSG00000258940	ENSMUSG00000041708	FBgn0028789	AT1G05123	
ENSG00000251363	ENSMUSG00000022441	FBgn0035957	AT1G05127	
ENSG00000258636	ENSMUSG00000018865	FBgn0000116	AT1G05133	
ENSG00000251858	ENSMUSG00000018868	FBgn0035959	AT1G15002	
ENSG00000258969	ENSMUSG00000041653	FBgn0035960	AT1G05143	
ENSG00000258487	ENSMUSG00000022437	FBgn0023479	AT1G05147	
ENSG00000258998	ENSMUSG00000022438	FBgn0043806	AT1G15090	
ENSG00000258633	ENSMUSG00000022439	FBgn0040827	AT1G05153	
ENSG00000249163	ENSMUSG00000062760	FBgn0011206	AT1G15175	
ENSG00000258616	ENSMUSG00000055745	FBgn0035964	AT1G05163	
ENSG00000258700	ENSMUSG00000036106	FBgn0035965	AT1G15450	
ENSG00000251735	ENSMUSG00000078954	FBgn0263456	AT1G05173	
ENSG00000263945	ENSMUSG00000016624	FBgn0004244	AT1G15650	
ENSG00000259129	ENSMUSG00000016619	FBgn0035968	AT1G05177	
ENSG00000276168	ENSMUSG00000036046	FBgn0035969	AT1G05183	
ENSG00000278771	ENSMUSG00000022435	FBgn0035970	AT1G05187	
ENSG00000214900	ENSMUSG00000022434	FBgn0035971	AT1G05193	
ENSG00000278038	ENSMUSG00000022432	FBgn0264000	AT1G05197	
ENSG00000252945	ENSMUSG00000022431	FBgn0035975	AT1G05203	
ENSG00000258955	ENSMUSG00000006369	FBgn0035976	AT1G05207	
ENSG00000258479	ENSMUSG00000016541	FBgn0035977	AT1G05213	
ENSG00000258537	ENSMUSG00000096607	FBgn0035978	AT1G16100	
ENSG00000258694	ENSMUSG00000022382	FBgn0052040	AT1G05217	
ENSG00000258731	ENSMUSG00000022383	FBgn0052039	AT1G05223	
ENSG00000235269	ENSMUSG00000064284	FBgn0085484	AT1G16450	
ENSG00000266431	ENSMUSG00000052496	FBgn0085485	AT1G05227	
ENSG00000285774	ENSMUSG00000035944	FBgn0004379	AT1G16489	
ENSG00000258413	ENSMUSG00000022385	FBgn0035980	AT1G05233	
ENSG00000186615	ENSMUSG00000022386	FBgn0035981	AT1G05237	
ENSG00000258791	ENSMUSG00000016028	FBgn0011769	AT1G05243	
ENSG00000259719	ENSMUSG00000035900	FBgn0001229	AT1G16635	
ENSG00000248550	ENSMUSG00000035891	FBgn0035982	AT1G05253	
ENSG00000279636	ENSMUSG00000051864	FBgn0001225	AT1G05257	
ENSG00000258658	ENSMUSG00000054863	FBgn0001227	AT1G05263	
ENSG00000258583	ENSMUSG00000054117	FBgn0001224	AT1G05267	
ENSG00000258553	ENSMUSG00000022387	FBgn0001226	AT1G05273	
ENSG00000258556	ENSMUSG00000034333	FBgn0035983	AT1G05277	
ENSG00000258952	ENSMUSG00000035845	FBgn0015218	AT1G05283	
ENSG00000247287	ENSMUSG00000023272	FBgn0035985	AT1G05287	
ENSG00000250548	ENSMUSG00000035828	FBgn0035986	AT1G05293	
ENSG00000258777	ENSMUSG00000022388	FBgn0035987	AT1G05297	
ENSG00000258667	ENSMUSG00000035805	FBgn0035989	AT1G17232	
ENSG00000259142	ENSMUSG00000015365	FBgn0023129	AT1G17255	
ENSG00000252800	ENSMUSG00000058441	FBgn0015296	AT1G05303	
ENSG00000259116	ENSMUSG00000015363	FBgn0005533	AT1G05307	
ENSG00000255002	ENSMUSG00000035757	FBgn0040305	AT1G05313	
ENSG00000266740	ENSMUSG00000051786	FBgn0260431	AT1G17570	
ENSG00000276116	ENSMUSG00000062906	FBgn0260859	AT1G17660	
ENSG00000258502	ENSMUSG00000022610	FBgn0053926	AT1G17670	
ENSG00000265993	ENSMUSG00000053137	FBgn0035995	AT1G05317	
ENSG00000259062	ENSMUSG00000036606	FBgn0035996	AT1G05327	
ENSG00000258957	ENSMUSG00000015377	FBgn0266124	AT1G05333	
ENSG00000221060	ENSMUSG00000036561	FBgn0035997	AT1G05337	
ENSG00000258689	ENSMUSG00000036529	FBgn0035999	AT1G05343	
ENSG00000259153	ENSMUSG00000054136	FBgn0035998	AT1G05347	
ENSG00000259146	ENSMUSG00000022613	FBgn0036000	AT1G05353	
ENSG00000258813	ENSMUSG00000022614	FBgn0266101	AT1G05357	
ENSG00000258376	ENSMUSG00000008690	FBgn0011327	AT1G05363	
ENSG00000264741	ENSMUSG00000091780	FBgn0036004	AT1G05367	
ENSG00000258586	ENSMUSG00000022615	FBgn0036005	AT1G05373	
ENSG00000222604	ENSMUSG00000047394	FBgn0052036	AT1G05377	
ENSG00000259687	ENSMUSG00000091680	FBgn0052037	AT1G18075	
ENSG00000259319	ENSMUSG00000078938	FBgn0036007	AT1G05383	
ENSG00000224721	ENSMUSG00000022619	FBgn0036008	AT1G05387	
ENSG00000258569	ENSMUSG00000022620	FBgn0010408	AT1G05397	
ENSG00000258301	ENSMUSG00000022623	FBgn0053703	AT1G18382	
ENSG00000258602	ENSMUSG00000022622	FBgn0053702	AT1G18415	
ENSG00000246548	ENSMUSG00000022621	FBgn0053700	AT1G18430	
ENSG00000201384	ENSMUSG00000063260	FBgn0036009	AT1G05407	
ENSG00000221754	ENSMUSG00000075470	FBgn0036010	AT1G05413	
ENSG00000197734	ENSMUSG00000052560	FBgn0261555	AT1G18735	
ENSG00000258766	ENSMUSG00000022629	FBgn0267796	AT1G18745	
ENSG00000258675	ENSMUSG00000055782	FBgn0036015	AT1G18820	
ENSG00000258977	ENSMUSG00000078932	FBgn0267348	AT1G05443	
ENSG00000258718	ENSMUSG00000036298	FBgn0036018	AT1G05447	
ENSG00000258743	ENSMUSG00000036273	FBgn0036019	AT1G05453	
ENSG00000258532	ENSMUSG00000118670	FBgn0036020	AT1G05463	
ENSG00000258814	ENSMUSG00000055022	FBgn0016081	AT1G05467	
ENSG00000259107	ENSMUSG00000036218	FBgn0036022	AT1G05473	
ENSG00000205562	ENSMUSG00000036197	FBgn0036023	AT1G05477	
ENSG00000258733	ENSMUSG00000022634	FBgn0036024	AT1G05483	
ENSG00000258912	ENSMUSG00000022635	FBgn0053696	AT1G05487	
ENSG00000258994	ENSMUSG00000036167	FBgn0036028	AT1G05493	
ENSG00000258804	ENSMUSG00000036158	FBgn0087040	AT1G05497	
ENSG00000258859	ENSMUSG00000022449	FBgn0036030	AT1G19371	
ENSG00000258770	ENSMUSG00000033356	FBgn0036029	AT1G19373	
ENSG00000258826	ENSMUSG00000059883	FBgn0015321	AT1G19376	
ENSG00000258867	ENSMUSG00000022451	FBgn0036031	AT1G19464	
